Name,Category,Glass,Ingredient1,Ingredient2,Ingredient3,Ingredient4,Ingredient5,Ingredient6,Ingredient7,Ingredient8,Ingredient9,Ingredient10,Ingredient11,Ingredient12,Ingredient13,Ingredient14,Ingredient15,Directions,isAlcoholic,Video
Iced Coffee,Coffee / Tea,Coffee mug,"('Coffee', '1/4 cup instant ')","('Sugar', '1/4 cup ')","('Water', '1/4 cup hot ')","('Milk', '4 cups cold ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Mix together until coffee and sugar is dissolved. Add milk. Shake well. Using a blender or milk shake maker produces a very foamy drink. Serve in coffee mug.,False,
Irish Cream,Homemade Liqueur,Irish coffee cup,"('Scotch', '1 cup ')","('Half-and-half', '1 1/4 cup ')","('Condensed milk', '1 can sweetened ')","('Coconut syrup', '3 drops ')","('Chocolate syrup', '1 tblsp ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Mix scotch and milk. Add half-and-half. Add rest.,True,
Ice Pick #1,Ordinary Drink,Collins Glass,"('Vodka', '1 1/2 oz ')","('Iced tea', '6 oz ')","('Lemon juice', ' to taste\n')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Put Vodka in glass fill with iced tea. Stir in lemon to taste.,True,
Irish Spring,Ordinary Drink,Collins glass,"('Irish whiskey', '1 oz ')","('Peach brandy', '1/2 oz ')","('Orange juice', '1 oz ')","('Sweet and sour', '1 oz ')","('Orange', '1 slice ')","('Cherry', '1 ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Pour all ingredients (except orange slice and cherry) into a collins glass over ice cubes. Garnish with the slice of orange, add the cherry on top, and serve.",True,
Irish Coffee,Coffee / Tea,Irish coffee cup,"('Irish whiskey', '1 1/2 oz ')","('Coffee', '8 oz ')","('Sugar', '1 tsp ')","('Whipped cream', '1 tblsp ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Heat the coffee, whiskey and sugar; do not boil. Pour into glass and top with cream; serve hot.",True,
Imperial Fizz,Ordinary Drink,Highball glass,"('Light rum', '1/2 oz ')","('Blended whiskey', '1 1/2 oz ')","('Lemon', 'Juice of 1/2 ')","('Powdered sugar', '1 tsp ')","('Carbonated water', None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",True,
Irish Russian,Beer,Highball glass,"('Vodka', '1 shot ')","('Kahlua', '1 shot ')","('Coca-Cola', '1 dash ')","('Guinness stout', 'Fill with ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Add the ingredients in the order listed in the recipe. Care must be taken when adding the Guinness to prevent an excess of foam. Do Not add ice.,True,
Imperial Cocktail,Cocktail,Cocktail glass,"('Lime juice', '4 cl ')","('Gin', '2 cl ')","('Aperol', '4 cl ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Shake with ice and strain into cocktail glass.,True,
Iced Coffee Fillip,Coffee / Tea,Coffee mug,"('Kahlua', '2 tsp ')","('Coffee', 'Strong cold ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Mix together in a coffee mug and chill before serving.,True,
Irish Curdling Cow,Cocktail,Highball glass,"('Baileys irish cream', '3/4 oz ')","('Bourbon', '3/4 oz ')","('Vodka', '3/4 oz ')","('Orange juice', '2-3 oz ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Pour Irish Cream, Vodka, and Bourbon in a glass. Add some ice and mix in the orange juice.",True,
Jitterbug,Cocktail,Cocktail Glass,"('Gin', '2 jiggers ')","('Vodka', '1 jigger ')","('Grenadine', '3 dashes ')","('Lime juice', '1 shot ')","('Sugar', 'Around rim put 1 pinch ')","('Sugar syrup', '3 dashes ')","('Soda water', 'Fill to top with ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Wet glass, dip rim in sugar. Then add Ice. Then add everything else. It's that simple!",True,
Jam Donut,Shot,Shot glass,"('Baileys irish cream', '2/3 oz')","('Chambord raspberry liqueur', '1/3 oz')","('Sugar syrup', '1 tsp')","('Sugar', '2 pinches')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Coat the rim of a shot glass with sugar using sugar syrup to stick. Add the Chambord raspberry liqueur to the shot glass, and carefully layer the Baileys Irish Cream on top. Serve.",True,
Jelly Bean,Shot,Cordial glass,"('Blackberry brandy', '1 oz ')","('Anis', '1 oz ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",mix equal parts in pony glass-tastes just like a jelly bean!,True,
Jackhammer,Ordinary Drink,Collins Glass,"('Jack Daniels', '1 oz ')","('Amaretto', '1 oz ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Serve over ice- Warning,Deadly!",True,
Jello shots,Shot,Shot glass,"('Vodka', '2 cups ')","('Jello', '3 packages ')","('Water', '3 cups ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Boil 3 cups of water then add jello. Mix jello and water until jello is completely disolved. Add the two cups of vodka and mix together. Pour mixture into plastic shot glasses and chill until firm. Then, eat away...",True,
John Collins,Ordinary Drink,Collins glass,"('Bourbon', '2 oz ')","('Lemon juice', '1 oz ')","('Sugar', '1 tsp superfine ')","('Club soda', '3 oz ')","('Maraschino cherry', '1 ')","('Orange', '1 ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Pour all ingredients directly into highball glass filled with ice. Stir gently. Garnish. Add a dash of Angostura bitters.,True,
Jamaica Kiss,Milk / Float / Shake,Hurricane glass,"('Coffee liqueur', '1 shot ')","('Light rum', '1 shot Jamaican ')","('Ice', ' cubes\n')","('Milk', None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Fill a tumbler with ice cubes. Add a shot of Tia Maria and a shot of Jamaican light rum. Fill the tumbler with milk. Blend until smooth and serve immediately.,True,
Japanese Fizz,Ordinary Drink,Highball glass,"('Blended whiskey', '1 1/2 oz ')","('Lemon', 'Juice of 1/2 ')","('Powdered sugar', '1 tsp ')","('Port', '1 tblsp')","('Egg white', '1 ')","('Carbonated water', None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",True,
Just a Moonmint,Milk / Float / Shake,Highball Glass,"('Milk', '2 cups ')","('Chocolate syrup', None)","('Mint syrup', None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",False,
Jamaican Coffee,Coffee / Tea,Champagne flute,"('Rum', '1/6 glass ')","('Coffee', '1/6 glass strong black ')","('Water', '1/2 glass cold ')","('Whipped cream', None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Stir the rum, coffee and water together. Top with the whipped cream. Sprinkle with a pinch of well ground coffee and drink with a straw.",True,
Jewel Of The Nile,Ordinary Drink,Cocktail glass,"('Gin', '1 1/2 oz ')","('Green Chartreuse', '1/2 oz ')","('Yellow Chartreuse', '1/2 oz ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",True,
Jack Rose Cocktail,Ordinary Drink,Cocktail glass,"('Apple brandy', '1 1/2 oz ')","('Grenadine', '1 tsp ')","('Lime', 'Juice of 1/2 ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Shake all ingredients with ice, strain into a cocktail glass, and serve.",True,
Jack's Vanilla Coke,Other/Unknown,Old-fashioned glass,"('Ice', '4-5 ')","('Tennessee whiskey', '2 oz ')","('Vanilla extract', '1 tsp ')","('Coca-Cola', '10-12 oz ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","After pouring in your ingredients, and adding 3-5 ice cubes, according to taste. Stir the drink with a stirrer to get the Vanilla off the bottom.",True,
Kir,Ordinary Drink,Wine Glass,"('Creme de Cassis', '1 part ')","('Champagne', '5 parts ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Add the crème de cassis to the bottom of the glass, then top up with wine.",True,
Karsk,Ordinary Drink,Highball glass,"('Coffee', '1 part ')","('Grain alcohol', '2 parts ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Put a copper coin in a coffe-cup and fill up with coffee until you no longer see the coin, then add alcohol until you see the coin. Norwegian speciality.",True,
Kamikaze,Ordinary Drink,Cocktail glass,"('Vodka', '1 oz ')","('Triple sec', '1 oz ')","('Lime juice', '1 oz ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Shake all ingredients together with ice. Strain into glass, garnish and serve.",True,
Kir Royale,Ordinary Drink,Champagne Flute,"('Creme de Cassis', '1 part ')","('Champagne', '5 parts ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Pour Creme de cassis in glass, gently pour champagne on top",True,
Kurant Tea,Coffee / Tea,Champagne flute,"('Absolut Kurant', '4 cl ')","('Tea', 'Turkish apple ')","('Sugar', ' (if needed)\n')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Pour Absolut Kurant into a comfortably big tea-cup. Add the not too hot(!) apple tea and, if you like, some sugar. Enjoy!",True,
Kiwi Lemon,Ordinary Drink,Highball glass,"('Kiwi liqueur', '1 part ')","('Bitter lemon', '2 parts ')","('Ice', ' cubes\n')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Mix in highball glass. Stirr. Garnish with slice of kiwi.,True,
Kioki Coffee,Coffee / Tea,Coffee mug,"('Kahlua', '1 oz ')","('Brandy', '1/2 oz ')","('Coffee', None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Stir. Add whipped cream to the top.,True,
Kool-Aid Shot,Shot,Old-fashioned glass,"('Vodka', '1 shot ')","('Amaretto', '1 shot ')","('Sloe gin', '1 shot ')","('Triple sec', '1 shot ')","('Cranberry juice', None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Pour into a large glass with ice and stir. Add a little cranberry juice to taste.,True,
